yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
1878,CN1,NL,dickebu01,29,,29,,0,0,0,0,0,0,10,19,0,29,0,,
1878,ML2,NL,ellicjo01,3,,3,,1,2,0,0,1,0,0,0,0,0,0,,
1878,CHN,NL,fergubo01,61,,61,,0,1,0,4,0,57,0,0,0,0,0,,
1878,PRO,NL,fishech01,1,,1,,1,0,0,0,0,0,0,0,0,0,0,,
1878,IN1,NL,flintsi01,63,,63,,0,59,0,0,0,0,5,0,4,9,0,,
1878,ML2,NL,foleywi01,56,,56,,0,7,0,0,53,0,0,0,0,0,0,,
1878,CN1,NL,geerbi01,61,,61,,0,0,0,2,0,60,0,0,0,0,0,,
1878,CN1,NL,gerhajo01,60,,60,,0,0,0,60,0,0,0,0,0,0,0,,
1878,ML2,NL,goldemi01,55,,55,,22,0,1,0,0,0,0,25,14,39,0,,
1878,ML2,NL,goodmja01,60,,60,,0,0,60,0,0,0,0,0,0,0,0,,
1878,PRO,NL,haguebi01,62,,62,,0,0,0,0,62,0,0,0,0,0,0,,
1878,CHN,NL,halliji01,16,,16,,0,0,0,5,0,0,11,0,0,11,0,,
1878,IN1,NL,halliji01,3,,3,,0,0,0,0,0,0,3,0,0,3,0,,
1878,CHN,NL,hankifr01,58,,58,,1,0,0,0,57,0,0,0,0,0,0,,
1878,CHN,NL,harbibi01,54,,54,,0,53,0,0,0,0,4,3,1,8,0,,
1878,IN1,NL,healeto01,12,,12,,11,0,0,0,0,0,2,1,0,3,0,,
1878,PRO,NL,healeto01,3,,3,,3,0,0,0,0,0,0,0,0,0,0,,
1878,PRO,NL,highadi01,62,,62,,0,1,0,0,0,0,0,0,62,62,0,,
1878,PRO,NL,hinespa01,62,,62,,0,0,0,0,0,1,0,61,0,61,0,,
1878,ML2,NL,holbebi01,45,,45,,0,21,0,0,0,0,0,0,30,30,0,,
1878,ML2,NL,jennial01,1,,1,,0,1,0,0,0,0,0,0,0,0,0,,
1878,CN1,NL,jonesch01,61,,61,,0,0,0,0,0,0,51,10,0,61,0,,
1878,CN1,NL,kellyki01,60,,60,,0,17,0,0,2,0,0,0,47,47,0,,
1878,ML2,NL,knowdja01,4,,4,,0,2,0,0,0,1,0,0,1,1,0,,
1878,CHN,NL,larkite01,58,,58,,56,0,0,0,1,0,1,0,0,1,0,,
1878,BSN,NL,leonaan01,60,,60,,0,0,0,0,0,0,60,0,0,60,0,,
1878,BSN,NL,mannija01,60,,60,,3,0,0,0,0,0,0,3,56,59,0,,
1878,CHN,NL,mcclebi01,48,,48,,0,0,0,42,0,5,0,0,1,1,0,,
